#Name (cmd = mergePeaks ./motif//bg.clean.pos ./motif//target.clean..pos -d 200 -cobound 1 -prefix ./motif//0.805857143904181.2.tmp)	chr	start	end	strand	stat	stat2	./motif//target.clean..pos
BGdKO-na_vs_Null_peak_10696	chr4	59291416	59291616	+	23.7	0.000	WT-na_vs_Null_peak_16568
BGdKO-na_vs_Null_peak_10697	chr4	59344639	59344839	+	33.2	0.000	WT-na_vs_Null_peak_16571
BGdKO-na_vs_Null_peak_10698	chr4	59346262	59346462	+	9.97	0.000	WT-na_vs_Null_peak_16572
BGdKO-na_vs_Null_peak_10699	chr4	59347199	59347399	+	8.73	0.000	WT-na_vs_Null_peak_16573
BGdKO-na_vs_Null_peak_10700	chr4	59353686	59353886	+	34.4	0.000	WT-na_vs_Null_peak_16574
BGdKO-na_vs_Null_peak_10701	chr4	59373690	59373890	+	23.9	0.000	WT-na_vs_Null_peak_16575
BGdKO-na_vs_Null_peak_10702	chr4	59562321	59562521	+	12.3	0.000	WT-na_vs_Null_peak_16577
BGdKO-na_vs_Null_peak_10703	chr4	59594273	59594473	+	83.6	0.000	WT-na_vs_Null_peak_16579
BGdKO-na_vs_Null_peak_10704	chr4	59796655	59796855	+	30.9	0.000	WT-na_vs_Null_peak_16582
BGdKO-na_vs_Null_peak_10705	chr4	59818512	59818712	+	13.3	0.000	WT-na_vs_Null_peak_16583
BGdKO-na_vs_Null_peak_10706	chr4	59819547	59819747	+	26.6	0.000	WT-na_vs_Null_peak_16584
BGdKO-na_vs_Null_peak_10707	chr4	59863185	59863385	+	31.6	0.000	WT-na_vs_Null_peak_16585
BGdKO-na_vs_Null_peak_10708	chr4	59941363	59941563	+	11.1	0.000	WT-na_vs_Null_peak_16586
BGdKO-na_vs_Null_peak_10709	chr4	60094590	60094790	+	45.9	0.000	WT-na_vs_Null_peak_16587
BGdKO-na_vs_Null_peak_10713	chr4	61348328	61348528	+	13.7	0.000	WT-na_vs_Null_peak_16591
BGdKO-na_vs_Null_peak_10714	chr4	61914489	61914689	+	7.05	0.000	WT-na_vs_Null_peak_16592
BGdKO-na_vs_Null_peak_10715	chr4	62021521	62021721	+	41.2	0.000	WT-na_vs_Null_peak_16594
BGdKO-na_vs_Null_peak_10716	chr4	62069646	62069846	+	50.4	0.000	WT-na_vs_Null_peak_16595
BGdKO-na_vs_Null_peak_10717	chr4	62131901	62132101	+	12.0	0.000	WT-na_vs_Null_peak_16596
BGdKO-na_vs_Null_peak_10718	chr4	62186295	62186495	+	38.6	0.000	WT-na_vs_Null_peak_16598
BGdKO-na_vs_Null_peak_10719	chr4	62222362	62222562	+	31.6	0.000	WT-na_vs_Null_peak_16600
BGdKO-na_vs_Null_peak_10720	chr4	62223178	62223378	+	12.0	0.000	WT-na_vs_Null_peak_16601
BGdKO-na_vs_Null_peak_10721	chr4	62248202	62248402	+	20.7	0.000	WT-na_vs_Null_peak_16603
BGdKO-na_vs_Null_peak_10722	chr4	62254875	62255075	+	37.7	0.000	WT-na_vs_Null_peak_16604
BGdKO-na_vs_Null_peak_10723	chr4	62291106	62291306	+	19.2	0.000	WT-na_vs_Null_peak_16605
BGdKO-na_vs_Null_peak_10725	chr4	62342506	62342706	+	13.8	0.000	WT-na_vs_Null_peak_16607
BGdKO-na_vs_Null_peak_10726	chr4	62346277	62346477	+	11.8	0.000	WT-na_vs_Null_peak_16608
BGdKO-na_vs_Null_peak_10727	chr4	62467864	62468064	+	15.7	0.000	WT-na_vs_Null_peak_16613
BGdKO-na_vs_Null_peak_10728	chr4	63046887	63047087	+	78.2	0.000	WT-na_vs_Null_peak_16618
BGdKO-na_vs_Null_peak_10729	chr4	63052444	63052644	+	12.0	0.000	WT-na_vs_Null_peak_16620
BGdKO-na_vs_Null_peak_10730	chr4	63060372	63060572	+	23.7	0.000	WT-na_vs_Null_peak_16621
BGdKO-na_vs_Null_peak_10731	chr4	63071704	63071904	+	29.2	0.000	WT-na_vs_Null_peak_16624
BGdKO-na_vs_Null_peak_10732	chr4	63205730	63205930	+	41.2	0.000	WT-na_vs_Null_peak_16627
BGdKO-na_vs_Null_peak_10733	chr4	63263199	63263399	+	16.7	0.000	WT-na_vs_Null_peak_16632
BGdKO-na_vs_Null_peak_10734	chr4	64158834	64159034	+	202.7	0.000	WT-na_vs_Null_peak_16636
BGdKO-na_vs_Null_peak_10735	chr4	65265855	65266055	+	16.1	0.000	WT-na_vs_Null_peak_16637
BGdKO-na_vs_Null_peak_10737	chr4	69729697	69729897	+	6.31	0.000	WT-na_vs_Null_peak_16642
BGdKO-na_vs_Null_peak_10738	chr4	70039111	70039311	+	1411.6	0.000	WT-na_vs_Null_peak_16643
BGdKO-na_vs_Null_peak_10739	chr4	70071514	70071714	+	28.9	0.000	WT-na_vs_Null_peak_16644
BGdKO-na_vs_Null_peak_10741	chr4	70195974	70196174	+	36.2	0.000	WT-na_vs_Null_peak_16645
BGdKO-na_vs_Null_peak_10742	chr4	70952884	70953084	+	12.7	0.000	WT-na_vs_Null_peak_16648
BGdKO-na_vs_Null_peak_10743	chr4	71862043	71862243	+	13.9	0.000	WT-na_vs_Null_peak_16649
BGdKO-na_vs_Null_peak_10745	chr4	73897649	73897849	+	29.4	0.000	WT-na_vs_Null_peak_16651
BGdKO-na_vs_Null_peak_10746	chr4	74151520	74151720	+	7.05	0.000	WT-na_vs_Null_peak_16652
BGdKO-na_vs_Null_peak_10747	chr4	74924140	74924340	+	42.1	0.000	WT-na_vs_Null_peak_16654
BGdKO-na_vs_Null_peak_10748	chr4	74924755	74924955	+	22.1	0.000	WT-na_vs_Null_peak_16655
BGdKO-na_vs_Null_peak_10749	chr4	75860518	75860718	+	14.3	0.000	WT-na_vs_Null_peak_16657
BGdKO-na_vs_Null_peak_10754	chr4	82949436	82949636	+	29.4	0.000	WT-na_vs_Null_peak_16659
BGdKO-na_vs_Null_peak_10755	chr4	83063509	83063709	+	33.4	0.000	WT-na_vs_Null_peak_16662
BGdKO-na_vs_Null_peak_10756	chr4	83131631	83131831	+	32.2	0.000	WT-na_vs_Null_peak_16663
BGdKO-na_vs_Null_peak_10757	chr4	83132521	83132721	+	9.43	0.000	WT-na_vs_Null_peak_16664
BGdKO-na_vs_Null_peak_10758	chr4	83171186	83171386	+	21.2	0.000	WT-na_vs_Null_peak_16665
BGdKO-na_vs_Null_peak_10760	chr4	85478578	85478778	+	7.82	0.000	WT-na_vs_Null_peak_16671
BGdKO-na_vs_Null_peak_10761	chr4	86221438	86221638	+	18.3	0.000	WT-na_vs_Null_peak_16672
BGdKO-na_vs_Null_peak_10762	chr4	86257862	86258062	+	61.4	0.000	WT-na_vs_Null_peak_16673
BGdKO-na_vs_Null_peak_10763	chr4	86358694	86358894	+	11.3	0.000	WT-na_vs_Null_peak_16677
BGdKO-na_vs_Null_peak_10764	chr4	86503225	86503425	+	30.7	0.000	WT-na_vs_Null_peak_16682
BGdKO-na_vs_Null_peak_10765	chr4	86532117	86532317	+	30.5	0.000	WT-na_vs_Null_peak_16684
BGdKO-na_vs_Null_peak_10766	chr4	86535963	86536163	+	7.55	0.000	WT-na_vs_Null_peak_16685
BGdKO-na_vs_Null_peak_10767	chr4	86571071	86571271	+	19.7	0.000	WT-na_vs_Null_peak_16686
BGdKO-na_vs_Null_peak_10768	chr4	87014080	87014280	+	7.82	0.000	WT-na_vs_Null_peak_16687
BGdKO-na_vs_Null_peak_10769	chr4	87679204	87679404	+	15.2	0.000	WT-na_vs_Null_peak_16690
BGdKO-na_vs_Null_peak_10770	chr4	87692331	87692531	+	11.1	0.000	WT-na_vs_Null_peak_16691
BGdKO-na_vs_Null_peak_10771	chr4	87740324	87740524	+	84.0	0.000	WT-na_vs_Null_peak_16692
BGdKO-na_vs_Null_peak_10772	chr4	87813010	87813210	+	20.7	0.000	WT-na_vs_Null_peak_16693
BGdKO-na_vs_Null_peak_10773	chr4	88196156	88196356	+	47.0	0.000	WT-na_vs_Null_peak_16696
BGdKO-na_vs_Null_peak_10774	chr4	88286956	88287156	+	30.5	0.000	WT-na_vs_Null_peak_16697
BGdKO-na_vs_Null_peak_10775	chr4	88326373	88326573	+	14.8	0.000	WT-na_vs_Null_peak_16698
BGdKO-na_vs_Null_peak_10777	chr4	88384458	88384658	+	37.5	0.000	WT-na_vs_Null_peak_16702
BGdKO-na_vs_Null_peak_10778	chr4	88403609	88403809	+	30.3	0.000	WT-na_vs_Null_peak_16704
BGdKO-na_vs_Null_peak_10779	chr4	88406546	88406746	+	34.9	0.000	WT-na_vs_Null_peak_16705
BGdKO-na_vs_Null_peak_10780	chr4	88409476	88409676	+	34.6	0.000	WT-na_vs_Null_peak_16706
BGdKO-na_vs_Null_peak_10781	chr4	88419756	88419956	+	45.3	0.000	WT-na_vs_Null_peak_16707
BGdKO-na_vs_Null_peak_10782	chr4	88422689	88422889	+	39.1	0.000	WT-na_vs_Null_peak_16708
BGdKO-na_vs_Null_peak_10783	chr4	88425620	88425820	+	32.0	0.000	WT-na_vs_Null_peak_16709
BGdKO-na_vs_Null_peak_10784	chr4	88428557	88428757	+	32.7	0.000	WT-na_vs_Null_peak_16710
BGdKO-na_vs_Null_peak_10785	chr4	88431475	88431675	+	29.2	0.000	WT-na_vs_Null_peak_16711
BGdKO-na_vs_Null_peak_10786	chr4	88434396	88434596	+	42.5	0.000	WT-na_vs_Null_peak_16712
BGdKO-na_vs_Null_peak_10787	chr4	88437318	88437518	+	38.0	0.000	WT-na_vs_Null_peak_16713
BGdKO-na_vs_Null_peak_10788	chr4	88440257	88440457	+	30.7	0.000	WT-na_vs_Null_peak_16714
BGdKO-na_vs_Null_peak_10789	chr4	88443168	88443368	+	41.3	0.000	WT-na_vs_Null_peak_16715
BGdKO-na_vs_Null_peak_10790	chr4	88446086	88446286	+	30.0	0.000	WT-na_vs_Null_peak_16716
BGdKO-na_vs_Null_peak_10791	chr4	88449018	88449218	+	34.5	0.000	WT-na_vs_Null_peak_16717
BGdKO-na_vs_Null_peak_10792	chr4	88451958	88452158	+	37.9	0.000	WT-na_vs_Null_peak_16718
BGdKO-na_vs_Null_peak_10793	chr4	88510582	88510782	+	68.5	0.000	WT-na_vs_Null_peak_16719
BGdKO-na_vs_Null_peak_10794	chr4	88513335	88513535	+	42.4	0.000	WT-na_vs_Null_peak_16720
BGdKO-na_vs_Null_peak_10795	chr4	88514196	88514396	+	10.1	0.000	WT-na_vs_Null_peak_16721
BGdKO-na_vs_Null_peak_10796	chr4	88775498	88775698	+	20.5	0.000	WT-na_vs_Null_peak_16723
BGdKO-na_vs_Null_peak_10797	chr4	89191462	89191662	+	9.43	0.000	WT-na_vs_Null_peak_16728
BGdKO-na_vs_Null_peak_10799	chr4	90494164	90494364	+	22.7	0.000	WT-na_vs_Null_peak_16733
BGdKO-na_vs_Null_peak_10800	chr4	91646292	91646492	+	7.82	0.000	WT-na_vs_Null_peak_16735
BGdKO-na_vs_Null_peak_10803	chr4	94223389	94223589	+	40.4	0.000	WT-na_vs_Null_peak_16738
BGdKO-na_vs_Null_peak_10805	chr4	94281084	94281284	+	30.1	0.000	WT-na_vs_Null_peak_16740
BGdKO-na_vs_Null_peak_10808	chr4	94645726	94645926	+	30.7	0.000	WT-na_vs_Null_peak_16741
BGdKO-na_vs_Null_peak_10809	chr4	94674927	94675127	+	24.9	0.000	WT-na_vs_Null_peak_16742
BGdKO-na_vs_Null_peak_10810	chr4	94718895	94719095	+	65.1	0.000	WT-na_vs_Null_peak_16743
BGdKO-na_vs_Null_peak_10811	chr4	94719969	94720169	+	23.0	0.000	WT-na_vs_Null_peak_16744
BGdKO-na_vs_Null_peak_10812	chr4	94828079	94828279	+	26.4	0.000	WT-na_vs_Null_peak_16746
BGdKO-na_vs_Null_peak_10814	chr4	95224050	95224250	+	18.6	0.000	WT-na_vs_Null_peak_16749
BGdKO-na_vs_Null_peak_10816	chr4	95591578	95591778	+	29.1	0.000	WT-na_vs_Null_peak_16750
BGdKO-na_vs_Null_peak_10817	chr4	95633791	95633991	+	34.9	0.000	WT-na_vs_Null_peak_16751
BGdKO-na_vs_Null_peak_10818	chr4	97324314	97324514	+	11.0	0.000	WT-na_vs_Null_peak_16754
BGdKO-na_vs_Null_peak_10820	chr4	97412584	97412784	+	16.7	0.000	WT-na_vs_Null_peak_16755
BGdKO-na_vs_Null_peak_10821	chr4	97417757	97417957	+	29.2	0.000	WT-na_vs_Null_peak_16756
BGdKO-na_vs_Null_peak_10822	chr4	97438978	97439178	+	28.4	0.000	WT-na_vs_Null_peak_16758
BGdKO-na_vs_Null_peak_10823	chr4	97439999	97440199	+	31.4	0.000	WT-na_vs_Null_peak_16759
BGdKO-na_vs_Null_peak_10824	chr4	97706977	97707177	+	53.2	0.000	WT-na_vs_Null_peak_16761
BGdKO-na_vs_Null_peak_10825	chr4	97763775	97763975	+	26.4	0.000	WT-na_vs_Null_peak_16762
BGdKO-na_vs_Null_peak_10827	chr4	97780397	97780597	+	29.6	0.000	WT-na_vs_Null_peak_16763
BGdKO-na_vs_Null_peak_10828	chr4	98049892	98050092	+	12.0	0.000	WT-na_vs_Null_peak_16767
BGdKO-na_vs_Null_peak_10829	chr4	98103469	98103669	+	29.0	0.000	WT-na_vs_Null_peak_16768
BGdKO-na_vs_Null_peak_10830	chr4	98103824	98104024	+	17.4	0.000	WT-na_vs_Null_peak_16769
BGdKO-na_vs_Null_peak_10832	chr4	98589891	98590091	+	58.9	0.000	WT-na_vs_Null_peak_16771
BGdKO-na_vs_Null_peak_10835	chr4	99382234	99382434	+	18.7	0.000	WT-na_vs_Null_peak_16772
BGdKO-na_vs_Null_peak_10836	chr4	99495746	99495946	+	11.1	0.000	WT-na_vs_Null_peak_16773
BGdKO-na_vs_Null_peak_10840	chr4	100840477	100840677	+	17.3	0.000	WT-na_vs_Null_peak_16775
BGdKO-na_vs_Null_peak_10841	chr4	100840866	100841066	+	25.0	0.000	WT-na_vs_Null_peak_16776
BGdKO-na_vs_Null_peak_10842	chr4	100857949	100858149	+	15.7	0.000	WT-na_vs_Null_peak_16778
BGdKO-na_vs_Null_peak_10843	chr4	100860011	100860211	+	38.8	0.000	WT-na_vs_Null_peak_16779
BGdKO-na_vs_Null_peak_10844	chr4	100866866	100867066	+	10.3	0.000	WT-na_vs_Null_peak_16780
BGdKO-na_vs_Null_peak_10845	chr4	100937839	100938039	+	31.9	0.000	WT-na_vs_Null_peak_16785
BGdKO-na_vs_Null_peak_10846	chr4	100964666	100964866	+	12.0	0.000	WT-na_vs_Null_peak_16787
BGdKO-na_vs_Null_peak_10848	chr4	100986177	100986377	+	10.3	0.000	WT-na_vs_Null_peak_16791
BGdKO-na_vs_Null_peak_10849	chr4	100993285	100993485	+	30.5	0.000	WT-na_vs_Null_peak_16792
BGdKO-na_vs_Null_peak_10850	chr4	101022126	101022326	+	26.0	0.000	WT-na_vs_Null_peak_16793
BGdKO-na_vs_Null_peak_10851	chr4	101029972	101030172	+	14.0	0.000	WT-na_vs_Null_peak_16794
BGdKO-na_vs_Null_peak_10853	chr4	101320244	101320444	+	23.0	0.000	WT-na_vs_Null_peak_16796
BGdKO-na_vs_Null_peak_10855	chr4	102166040	102166240	+	19.7	0.000	WT-na_vs_Null_peak_16800
BGdKO-na_vs_Null_peak_10856	chr4	102179572	102179772	+	34.6	0.000	WT-na_vs_Null_peak_16802
BGdKO-na_vs_Null_peak_10857	chr4	102183516	102183716	+	7.17	0.000	WT-na_vs_Null_peak_16803
BGdKO-na_vs_Null_peak_10858	chr4	102241736	102241936	+	50.6	0.000	WT-na_vs_Null_peak_16804
BGdKO-na_vs_Null_peak_10859	chr4	102242980	102243180	+	10.6	0.000	WT-na_vs_Null_peak_16805
BGdKO-na_vs_Null_peak_10861	chr4	102329224	102329424	+	34.0	0.000	WT-na_vs_Null_peak_16809
BGdKO-na_vs_Null_peak_10863	chr4	102662134	102662334	+	10.7	0.000	WT-na_vs_Null_peak_16812
BGdKO-na_vs_Null_peak_10864	chr4	102663686	102663886	+	12.9	0.000	WT-na_vs_Null_peak_16813
BGdKO-na_vs_Null_peak_10865	chr4	102711796	102711996	+	9.43	0.000	WT-na_vs_Null_peak_16815
BGdKO-na_vs_Null_peak_10866	chr4	102786829	102787029	+	17.6	0.000	WT-na_vs_Null_peak_16816
BGdKO-na_vs_Null_peak_10867	chr4	102986203	102986403	+	22.3	0.000	WT-na_vs_Null_peak_16820
BGdKO-na_vs_Null_peak_10868	chr4	104553349	104553549	+	13.8	0.000	WT-na_vs_Null_peak_16821
BGdKO-na_vs_Null_peak_10869	chr4	105986968	105987168	+	7.05	0.000	WT-na_vs_Null_peak_16823
BGdKO-na_vs_Null_peak_10870	chr4	106202499	106202699	+	19.7	0.000	WT-na_vs_Null_peak_16826
BGdKO-na_vs_Null_peak_10871	chr4	106233478	106233678	+	12.9	0.000	WT-na_vs_Null_peak_16827
BGdKO-na_vs_Null_peak_10872	chr4	106323447	106323647	+	50.0	0.000	WT-na_vs_Null_peak_16829
BGdKO-na_vs_Null_peak_10873	chr4	106351464	106351664	+	19.7	0.000	WT-na_vs_Null_peak_16830
BGdKO-na_vs_Null_peak_10874	chr4	106460478	106460678	+	17.7	0.000	WT-na_vs_Null_peak_16831
BGdKO-na_vs_Null_peak_10875	chr4	106466932	106467132	+	48.2	0.000	WT-na_vs_Null_peak_16832
BGdKO-na_vs_Null_peak_10876	chr4	106476892	106477092	+	20.3	0.000	WT-na_vs_Null_peak_16833
BGdKO-na_vs_Null_peak_10877	chr4	106500419	106500619	+	31.6	0.000	WT-na_vs_Null_peak_16834
BGdKO-na_vs_Null_peak_10878	chr4	106514572	106514772	+	10.2	0.000	WT-na_vs_Null_peak_16836
BGdKO-na_vs_Null_peak_10879	chr4	106542422	106542622	+	8.61	0.000	WT-na_vs_Null_peak_16838
BGdKO-na_vs_Null_peak_10880	chr4	106582893	106583093	+	18.5	0.000	WT-na_vs_Null_peak_16839
BGdKO-na_vs_Null_peak_10881	chr4	106630810	106631010	+	13.8	0.000	WT-na_vs_Null_peak_16841
BGdKO-na_vs_Null_peak_10882	chr4	106643455	106643655	+	21.7	0.000	WT-na_vs_Null_peak_16842
BGdKO-na_vs_Null_peak_10883	chr4	106739385	106739585	+	35.2	0.000	WT-na_vs_Null_peak_16843
BGdKO-na_vs_Null_peak_10885	chr4	106836729	106836929	+	24.9	0.000	WT-na_vs_Null_peak_16844
BGdKO-na_vs_Null_peak_10887	chr4	106851862	106852062	+	14.0	0.000	WT-na_vs_Null_peak_16846
BGdKO-na_vs_Null_peak_10888	chr4	106869177	106869377	+	22.8	0.000	WT-na_vs_Null_peak_16847
BGdKO-na_vs_Null_peak_10889	chr4	106874532	106874732	+	9.43	0.000	WT-na_vs_Null_peak_16848
BGdKO-na_vs_Null_peak_10890	chr4	106926134	106926334	+	31.1	0.000	WT-na_vs_Null_peak_16850
BGdKO-na_vs_Null_peak_10891	chr4	106986798	106986998	+	27.1	0.000	WT-na_vs_Null_peak_16852
BGdKO-na_vs_Null_peak_10893	chr4	107040256	107040456	+	26.0	0.000	WT-na_vs_Null_peak_16853
BGdKO-na_vs_Null_peak_10894	chr4	107476425	107476625	+	12.0	0.000	WT-na_vs_Null_peak_16855
BGdKO-na_vs_Null_peak_10895	chr4	107552272	107552472	+	33.7	0.000	WT-na_vs_Null_peak_16856
BGdKO-na_vs_Null_peak_10896	chr4	107562661	107562861	+	23.2	0.000	WT-na_vs_Null_peak_16857
BGdKO-na_vs_Null_peak_10897	chr4	107596250	107596450	+	19.7	0.000	WT-na_vs_Null_peak_16858
BGdKO-na_vs_Null_peak_10898	chr4	107743920	107744120	+	20.7	0.000	WT-na_vs_Null_peak_16860
BGdKO-na_vs_Null_peak_10899	chr4	107973788	107973988	+	25.8	0.000	WT-na_vs_Null_peak_16864
BGdKO-na_vs_Null_peak_10900	chr4	107983333	107983533	+	8.51	0.000	WT-na_vs_Null_peak_16865
BGdKO-na_vs_Null_peak_10902	chr4	107986783	107986983	+	21.5	0.000	WT-na_vs_Null_peak_16866
BGdKO-na_vs_Null_peak_10903	chr4	107991372	107991572	+	31.7	0.000	WT-na_vs_Null_peak_16867
BGdKO-na_vs_Null_peak_10904	chr4	107991988	107992188	+	10.1	0.000	WT-na_vs_Null_peak_16868
BGdKO-na_vs_Null_peak_10905	chr4	108000614	108000814	+	40.8	0.000	WT-na_vs_Null_peak_16869
BGdKO-na_vs_Null_peak_10907	chr4	108133322	108133522	+	45.3	0.000	WT-na_vs_Null_peak_16870
BGdKO-na_vs_Null_peak_10908	chr4	108251857	108252057	+	36.3	0.000	WT-na_vs_Null_peak_16871
BGdKO-na_vs_Null_peak_10909	chr4	108292428	108292628	+	23.9	0.000	WT-na_vs_Null_peak_16872
BGdKO-na_vs_Null_peak_10910	chr4	108506229	108506429	+	22.3	0.000	WT-na_vs_Null_peak_16873
BGdKO-na_vs_Null_peak_10911	chr4	108520341	108520541	+	13.8	0.000	WT-na_vs_Null_peak_16875
BGdKO-na_vs_Null_peak_10912	chr4	108673093	108673293	+	81.0	0.000	WT-na_vs_Null_peak_16877
BGdKO-na_vs_Null_peak_10913	chr4	108775251	108775451	+	16.7	0.000	WT-na_vs_Null_peak_16879
BGdKO-na_vs_Null_peak_10914	chr4	108790628	108790828	+	18.5	0.000	WT-na_vs_Null_peak_16880
BGdKO-na_vs_Null_peak_10916	chr4	108874800	108875000	+	38.0	0.000	WT-na_vs_Null_peak_16882
BGdKO-na_vs_Null_peak_10917	chr4	109177573	109177773	+	22.8	0.000	WT-na_vs_Null_peak_16884
BGdKO-na_vs_Null_peak_10918	chr4	109349069	109349269	+	35.9	0.000	WT-na_vs_Null_peak_16887
BGdKO-na_vs_Null_peak_10919	chr4	110165922	110166122	+	5.59	0.000	WT-na_vs_Null_peak_16888
BGdKO-na_vs_Null_peak_10921	chr4	111087409	111087609	+	14.6	0.000	WT-na_vs_Null_peak_16889
BGdKO-na_vs_Null_peak_10924	chr4	111392509	111392709	+	13.3	0.000	WT-na_vs_Null_peak_16891
BGdKO-na_vs_Null_peak_10925	chr4	114581515	114581715	+	8.61	0.000	WT-na_vs_Null_peak_16895
BGdKO-na_vs_Null_peak_10926	chr4	114672515	114672715	+	38.8	0.000	WT-na_vs_Null_peak_16898
BGdKO-na_vs_Null_peak_10927	chr4	115404271	115404471	+	21.7	0.000	WT-na_vs_Null_peak_16901
BGdKO-na_vs_Null_peak_10928	chr4	115410215	115410415	+	21.3	0.000	WT-na_vs_Null_peak_16902
BGdKO-na_vs_Null_peak_10930	chr4	115511645	115511845	+	44.0	0.000	WT-na_vs_Null_peak_16904
BGdKO-na_vs_Null_peak_10931	chr4	115682931	115683131	+	16.6	0.000	WT-na_vs_Null_peak_16907
BGdKO-na_vs_Null_peak_10932	chr4	115688163	115688363	+	18.6	0.000	WT-na_vs_Null_peak_16908
BGdKO-na_vs_Null_peak_10933	chr4	115726030	115726230	+	38.3	0.000	WT-na_vs_Null_peak_16909
BGdKO-na_vs_Null_peak_10934	chr4	115747573	115747773	+	26.2	0.000	WT-na_vs_Null_peak_16910
BGdKO-na_vs_Null_peak_10935	chr4	115747908	115748108	+	23.4	0.000	WT-na_vs_Null_peak_16911
BGdKO-na_vs_Null_peak_10936	chr4	115893701	115893901	+	45.7	0.000	WT-na_vs_Null_peak_16915
BGdKO-na_vs_Null_peak_10937	chr4	116180013	116180213	+	32.8	0.000	WT-na_vs_Null_peak_16917
BGdKO-na_vs_Null_peak_10938	chr4	116229607	116229807	+	37.8	0.000	WT-na_vs_Null_peak_16919
BGdKO-na_vs_Null_peak_10939	chr4	116230187	116230387	+	23.5	0.000	WT-na_vs_Null_peak_16920
BGdKO-na_vs_Null_peak_10940	chr4	116270130	116270330	+	16.7	0.000	WT-na_vs_Null_peak_16921
BGdKO-na_vs_Null_peak_10941	chr4	116300046	116300246	+	21.8	0.000	WT-na_vs_Null_peak_16923
BGdKO-na_vs_Null_peak_10942	chr4	116300525	116300725	+	28.1	0.000	WT-na_vs_Null_peak_16924
BGdKO-na_vs_Null_peak_10943	chr4	116324181	116324381	+	24.5	0.000	WT-na_vs_Null_peak_16925
BGdKO-na_vs_Null_peak_10944	chr4	116358386	116358586	+	15.3	0.000	WT-na_vs_Null_peak_16927
BGdKO-na_vs_Null_peak_10945	chr4	116381040	116381240	+	39.1	0.000	WT-na_vs_Null_peak_16928
BGdKO-na_vs_Null_peak_10946	chr4	116393308	116393508	+	60.2	0.000	WT-na_vs_Null_peak_16929
BGdKO-na_vs_Null_peak_10947	chr4	116461669	116461869	+	21.7	0.000	WT-na_vs_Null_peak_16931
BGdKO-na_vs_Null_peak_10948	chr4	116480158	116480358	+	29.0	0.000	WT-na_vs_Null_peak_16932
BGdKO-na_vs_Null_peak_10949	chr4	116497394	116497594	+	13.5	0.000	WT-na_vs_Null_peak_16933
BGdKO-na_vs_Null_peak_10950	chr4	116666956	116667156	+	29.3	0.000	WT-na_vs_Null_peak_16935
BGdKO-na_vs_Null_peak_10951	chr4	116691902	116692102	+	40.0	0.000	WT-na_vs_Null_peak_16936
BGdKO-na_vs_Null_peak_10952	chr4	116793133	116793333	+	21.7	0.000	WT-na_vs_Null_peak_16937
BGdKO-na_vs_Null_peak_10953	chr4	116797131	116797331	+	21.9	0.000	WT-na_vs_Null_peak_16939
BGdKO-na_vs_Null_peak_10954	chr4	116798764	116798964	+	22.8	0.000	WT-na_vs_Null_peak_16940
BGdKO-na_vs_Null_peak_10955	chr4	116806561	116806761	+	41.1	0.000	WT-na_vs_Null_peak_16941
BGdKO-na_vs_Null_peak_10956	chr4	116811978	116812178	+	32.8	0.000	WT-na_vs_Null_peak_16942
BGdKO-na_vs_Null_peak_10957	chr4	116818927	116819127	+	20.7	0.000	WT-na_vs_Null_peak_16943
BGdKO-na_vs_Null_peak_10958	chr4	116855121	116855321	+	37.8	0.000	WT-na_vs_Null_peak_16945
BGdKO-na_vs_Null_peak_10960	chr4	116874766	116874966	+	12.9	0.000	WT-na_vs_Null_peak_16946
BGdKO-na_vs_Null_peak_10961	chr4	116883047	116883247	+	24.9	0.000	WT-na_vs_Null_peak_16947
BGdKO-na_vs_Null_peak_10962	chr4	116924358	116924558	+	16.7	0.000	WT-na_vs_Null_peak_16949
BGdKO-na_vs_Null_peak_10963	chr4	117222719	117222919	+	58.6	0.000	WT-na_vs_Null_peak_16953
BGdKO-na_vs_Null_peak_10964	chr4	117444830	117445030	+	29.4	0.000	WT-na_vs_Null_peak_16956
BGdKO-na_vs_Null_peak_10965	chr4	117559872	117560072	+	20.3	0.000	WT-na_vs_Null_peak_16958
BGdKO-na_vs_Null_peak_10966	chr4	117564576	117564776	+	17.7	0.000	WT-na_vs_Null_peak_16959
BGdKO-na_vs_Null_peak_10967	chr4	117587803	117588003	+	9.43	0.000	WT-na_vs_Null_peak_16960
BGdKO-na_vs_Null_peak_10969	chr4	117852665	117852865	+	61.2	0.000	WT-na_vs_Null_peak_16962
BGdKO-na_vs_Null_peak_10970	chr4	118081835	118082035	+	38.7	0.000	WT-na_vs_Null_peak_16965
BGdKO-na_vs_Null_peak_10972	chr4	118109933	118110133	+	59.5	0.000	WT-na_vs_Null_peak_16968
BGdKO-na_vs_Null_peak_10973	chr4	118220481	118220681	+	608.0	0.000	WT-na_vs_Null_peak_16969
BGdKO-na_vs_Null_peak_10974	chr4	118293295	118293495	+	21.7	0.000	WT-na_vs_Null_peak_16970
BGdKO-na_vs_Null_peak_10975	chr4	118778444	118778644	+	19.0	0.000	WT-na_vs_Null_peak_16973
BGdKO-na_vs_Null_peak_10976	chr4	118781294	118781494	+	15.3	0.000	WT-na_vs_Null_peak_16974
BGdKO-na_vs_Null_peak_10977	chr4	118799905	118800105	+	18.4	0.000	WT-na_vs_Null_peak_16975
